Time(Sec(s)),CH1 psi,CH2 psi,CH3 psi,CH4 psi,CH5 psi,CH6 psi,CH7 psi,CH8 psi,CH9 psi,CH10 psi,CH11 psi,CH12 psi,CH13 psi,CH14 psi,CH15 psi,CH16 psi
1.450,-0.8,-0.8,-0.7,-0.7,-0.8,-0.8,-0.8,-0.7,-0.7,-0.7,-0.7,-0.0,-0.0,0.0,0.0,0.0
1.460,-0.8,-0.7,-0.7,-0.7,-0.8,-0.8,-0.8,-0.7,-0.7,-0.6,-0.6,0.0,0.0,0.0,-0.0,-0.0
1.470,-0.8,-0.7,-0.7,-0.7,-0.8,-0.8,-0.8,-0.7,-0.7,-0.7,-0.7,0.0,-0.0,0.0,0.0,-0.0
1.480,-0.8,-0.7,-0.7,-0.7,-0.8,-0.7,-0.8,-0.7,-0.7,-0.7,-0.6,-0.0,-0.0,0.0,0.0,0.0
1.490,-0.8,-0.7,-0.7,-0.7,-0.8,-0.7,-0.8,-0.7,-0.7,-0.7,-0.6,0.0,0.0,0.0,-0.0,0.0
1.500,-0.8,-0.7,-0.7,-0.7,-0.8,-0.7,-0.8,-0.7,-0.7,-0.7,-0.6,0.0,-0.0,0.0,0.0,0.0
1.510,-0.7,-0.7,-0.7,-0.7,-0.9,-0.7,-0.8,-0.7,-0.7,-0.7,-0.6,-0.0,0.0,-0.0,0.0,0.0
1.520,-0.8,-0.7,-0.7,-0.7,-0.9,-0.7,-0.8,-0.7,-0.8,-0.7,-0.6,0.0,0.0,0.0,-0.0,0.0
1.530,-0.8,-0.7,-0.7,-0.7,-0.8,-0.7,-0.8,-0.7,-0.7,-0.7,-0.7,-0.0,-0.0,0.0,0.0,0.0
1.540,-0.8,-0.7,-0.7,-0.7,-0.8,-0.8,-0.8,-0.7,-0.7,-0.7,-0.6,-0.0,0.1,-0.0,0.0,0.2
1.550,-0.8,-0.7,-0.7,-0.6,-0.9,-0.7,-0.8,-0.7,-0.7,-0.7,-0.6,0.0,0.0,0.0,-0.0,0.0
1.560,-0.8,-0.7,-0.7,-0.7,-0.8,-0.7,-0.8,-0.7,-0.7,-0.7,-0.7,-0.0,-0.0,0.0,-0.0,0.0
1.570,-0.8,-0.7,-0.7,-0.7,-0.8,-0.7,-0.8,-0.7,-0.7,-0.6,-0.6,-0.0,0.0,-0.0,-0.0,0.0
1.580,-0.9,-0.7,-0.7,-0.7,-0.8,-0.6,-0.8,-0.7,-0.7,-0.7,-0.7,0.0,-0.0,0.0,0.0,-0.0
1.590,-0.8,-0.7,-0.7,-0.7,-0.8,-0.7,-0.8,-0.7,-0.7,-0.7,-0.6,-0.0,-0.1,0.0,0.0,0.0
1.600,-0.8,-0.7,-0.7,-0.7,-0.8,-0.7,-0.8,-0.7,-0.7,-0.7,-0.6,-0.0,0.0,0.0,-0.0,0.0
1.610,-0.9,-0.7,-0.7,-0.7,-0.8,-0.7,-0.8,-0.7,-0.7,-0.7,-0.7,0.0,-0.0,0.0,0.0,0.0
1.620,-0.8,-0.7,-0.7,-0.7,-0.8,-0.7,-0.8,-0.7,-0.7,-0.7,-0.6,-0.0,0.0,0.0,0.0,0.0
1.630,-0.8,-0.7,-0.7,-0.7,-0.8,-0.7,-0.8,-0.7,-0.7,-0.6,-0.6,0.0,0.0,-0.0,-0.0,-0.0
