Time(Sec(s)),CH1 psi,CH2 psi,CH3 psi,CH4 psi,CH5 psi,CH6 psi,CH7 psi,CH8 psi,CH9 psi,CH10 psi,CH11 psi,CH12 psi,CH13 psi,CH14 psi,CH15 psi,CH16 psi
1.080,-6.2,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.4,-5.2,-4.9,0.0,-0.0,-0.0,-0.0,0.0
1.090,-6.1,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.4,-5.2,-4.8,-0.0,-0.0,-0.0,0.0,0.0
1.100,-6.2,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.5,-5.2,-4.9,0.0,-0.0,0.0,-0.0,-0.0
1.110,-6.2,-7.6,-7.8,-7.5,-8.5,-7.0,-6.0,-5.7,-5.5,-5.2,-4.9,0.0,-0.0,-0.0,0.0,0.0
1.120,-6.1,-7.6,-7.8,-7.5,-8.6,-6.9,-6.0,-5.7,-5.4,-5.2,-4.8,-0.0,0.0,-0.0,0.0,0.0
1.130,-6.2,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.5,-5.3,-4.9,0.0,-0.0,0.0,-0.0,-0.0
1.140,-6.1,-7.6,-7.9,-7.5,-8.5,-6.9,-6.0,-5.7,-5.4,-5.2,-4.9,0.0,-0.0,-0.0,-0.0,-0.0
1.150,-6.2,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.4,-5.2,-4.8,0.0,0.0,0.0,0.0,0.0
1.160,-6.1,-7.5,-7.8,-7.5,-8.5,-7.1,-6.0,-5.7,-5.4,-5.2,-4.9,0.0,-0.0,0.0,-0.0,-0.0
1.170,-6.2,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.5,-5.2,-4.8,0.0,-0.0,-0.1,-0.0,-0.0
1.180,-6.2,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.4,-5.2,-4.8,-0.0,-0.0,0.0,0.0,0.0
1.190,-6.2,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.5,-5.2,-4.9,0.0,-0.0,0.0,-0.0,0.0
1.200,-6.1,-7.6,-7.8,-7.5,-8.4,-6.9,-6.0,-5.7,-5.4,-5.2,-4.9,-0.0,0.0,-0.0,0.0,0.0
1.210,-6.2,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.4,-5.2,-4.8,-0.0,-0.0,-0.0,-0.0,-0.0
1.220,-6.2,-7.6,-7.8,-7.4,-8.5,-7.0,-6.0,-5.7,-5.5,-5.2,-4.9,0.0,-0.0,-0.0,-0.0,0.0
1.230,-6.2,-7.6,-7.8,-7.5,-8.6,-6.9,-6.0,-5.7,-5.5,-5.2,-4.9,-0.0,0.0,-0.0,0.0,0.0
1.240,-6.2,-7.6,-7.8,-7.5,-8.6,-6.9,-6.0,-5.7,-5.4,-5.2,-4.9,0.0,-0.0,0.0,-0.0,-0.0
1.250,-6.2,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.5,-5.3,-4.9,0.0,-0.1,-0.0,-0.0,-0.0
1.260,-6.1,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.4,-5.2,-4.8,-0.0,0.0,0.0,0.0,0.0
1.270,-6.2,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.5,-5.2,-4.9,0.0,-0.0,0.0,-0.0,-0.0
1.280,-6.1,-7.6,-7.8,-7.4,-8.6,-6.9,-6.1,-5.7,-5.5,-5.2,-4.9,0.0,-0.0,-0.0,-0.0,-0.0
1.290,-6.2,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.4,-5.2,-4.8,-0.0,0.0,-0.0,0.0,0.0
1.300,-6.2,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.5,-5.2,-4.9,0.0,-0.0,0.0,-0.0,-0.0
1.310,-6.2,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.5,-5.2,-4.8,0.0,-0.0,-0.0,-0.0,0.0
1.320,-6.2,-7.6,-7.8,-7.5,-8.5,-7.0,-6.0,-5.7,-5.4,-5.2,-4.8,-0.0,0.0,-0.0,0.0,0.0
1.330,-6.1,-7.6,-7.8,-7.5,-8.5,-6.7,-6.0,-5.7,-5.5,-5.2,-4.9,0.0,-0.0,0.0,-0.0,-0.0
1.340,-6.1,-7.6,-7.8,-7.5,-8.6,-6.9,-6.0,-5.7,-5.5,-5.2,-4.9,-0.0,-0.0,-0.0,-0.0,0.0
1.350,-6.2,-7.6,-7.8,-7.5,-8.6,-6.9,-6.0,-5.7,-5.4,-5.2,-4.8,-0.0,0.0,0.0,0.0,0.0
1.360,-6.2,-7.6,-7.8,-7.5,-8.5,-6.9,-6.1,-5.7,-5.5,-5.2,-4.9,0.0,-0.0,0.0,-0.0,-0.0
1.370,-6.2,-7.6,-7.8,-7.5,-8.6,-6.9,-5.8,-5.7,-5.5,-5.2,-4.8,-0.0,-0.0,-0.0,0.0,0.0
1.380,-6.2,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.4,-5.2,-4.9,-0.0,-0.0,-0.0,-0.0,-0.0
1.390,-6.3,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.5,-5.2,-4.7,0.0,-0.0,0.0,0.0,-0.0
1.400,-6.2,-7.6,-7.8,-7.5,-8.6,-6.9,-6.0,-5.7,-5.5,-5.2,-4.8,-0.0,0.0,-0.0,0.0,0.0
1.410,-6.2,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.5,-5.2,-4.9,-0.0,0.0,0.0,-0.0,0.0
1.420,-6.2,-7.6,-7.8,-7.4,-8.5,-6.9,-6.0,-5.7,-5.5,-5.2,-4.9,0.0,-0.0,-0.0,-0.0,-0.0
1.430,-6.2,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.5,-5.2,-4.9,-0.0,0.0,-0.0,0.0,0.0
1.440,-6.2,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.5,-5.2,-4.9,0.0,-0.0,0.0,-0.0,-0.0
1.450,-6.1,-7.6,-7.8,-7.5,-8.6,-6.9,-6.0,-5.7,-5.5,-5.2,-4.9,0.0,0.0,-0.0,0.0,-0.0
1.460,-6.1,-7.6,-7.8,-7.5,-8.6,-6.9,-6.0,-5.7,-5.4,-5.2,-4.8,-0.0,-0.0,-0.0,0.0,0.0
1.470,-6.2,-7.6,-7.8,-7.5,-8.6,-6.9,-6.1,-5.7,-5.5,-5.2,-4.9,0.0,-0.0,0.0,-0.0,-0.0
1.480,-6.2,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.5,-5.2,-4.9,0.0,0.0,-0.0,-0.0,-0.0
1.490,-6.2,-7.6,-7.8,-7.4,-8.6,-6.9,-6.0,-5.7,-5.5,-5.2,-4.8,-0.0,-0.0,-0.0,0.0,0.0
1.500,-6.2,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.5,-5.2,-4.9,0.0,-0.0,0.0,-0.0,-0.0
1.510,-6.1,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.5,-5.2,-4.9,-0.0,-0.0,-0.0,0.0,0.1
1.520,-6.2,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.5,-5.2,-4.8,-0.0,0.0,0.0,0.0,0.0
1.530,-6.1,-7.5,-7.8,-7.4,-8.5,-6.9,-6.0,-5.7,-5.5,-5.2,-4.9,0.0,-0.0,0.0,0.0,-0.0
1.540,-6.1,-7.6,-7.8,-7.5,-8.5,-7.0,-6.0,-5.7,-5.4,-5.2,-4.9,-0.0,-0.0,-0.0,0.0,0.0
1.550,-6.2,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.5,-5.2,-4.8,-0.0,0.0,0.0,0.0,0.0
1.560,-6.2,-7.6,-7.8,-7.4,-8.5,-6.9,-6.0,-5.7,-5.5,-5.2,-4.9,0.0,-0.0,0.0,-0.0,0.0
1.570,-6.2,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.4,-5.2,-4.8,-0.0,0.0,-0.0,0.0,0.0
1.580,-6.2,-7.6,-7.8,-7.5,-8.7,-6.9,-6.0,-5.7,-5.4,-5.2,-4.8,-0.0,-0.0,0.0,-0.0,0.0
1.590,-6.2,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.5,-5.3,-4.9,0.0,-0.0,0.0,-0.0,-0.0
1.600,-6.1,-7.6,-7.8,-7.5,-8.6,-6.9,-6.0,-5.7,-5.5,-5.2,-4.8,-0.0,-0.0,0.0,-0.0,0.0
1.610,-6.1,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.4,-5.2,-4.9,-0.0,-0.0,0.0,-0.0,-0.0
1.620,-6.2,-7.6,-7.8,-7.4,-8.5,-6.9,-6.0,-5.7,-5.5,-5.2,-4.9,0.0,-0.0,-0.0,-0.0,-0.0
1.630,-6.2,-7.6,-7.8,-7.5,-8.4,-6.9,-6.0,-5.7,-5.4,-5.2,-4.9,-0.0,0.0,-0.0,0.0,0.0
1.640,-6.2,-7.6,-7.8,-7.5,-8.5,-6.9,-6.1,-5.7,-5.4,-5.2,-4.9,0.0,-0.0,0.0,-0.0,-0.0
1.650,-6.1,-7.6,-7.8,-7.5,-8.5,-6.9,-6.0,-5.7,-5.4,-5.2,-4.9,-0.0,-0.0,-0.0,0.0,-0.0
